GO	go_name	go_namespace
GO:0045984	negative regulation of pyrimidine nucleobase metabolic process	BP
GO:0046020	obsolete negative regulation of transcription from RNA polymerase II promoter by pheromones	BP
GO:0046027	phospholipid:diacylglycerol acyltransferase activity	MF
GO:0046033	AMP metabolic process	BP
GO:0046034	ATP metabolic process	BP
GO:0046037	GMP metabolic process	BP
GO:0046039	GTP metabolic process	BP
GO:0046041	ITP metabolic process	BP
GO:0046081	dUTP catabolic process	BP
GO:0046083	adenine metabolic process	BP
GO:0046084	adenine biosynthetic process	BP
GO:0046168	glycerol-3-phosphate catabolic process	BP
GO:0046177	obsolete D-gluconate catabolic process	BP
GO:0046279	3,4-dihydroxybenzoate biosynthetic process	BP
GO:0046281	cinnamic acid catabolic process	BP
GO:0046294	formaldehyde catabolic process	BP
GO:0046316	gluconokinase activity	MF
GO:0046353	aminoglycoside 3-N-acetyltransferase activity	MF
GO:0046373	L-arabinose metabolic process	BP
GO:0046390	ribose phosphate biosynthetic process	BP
GO:0046403	polynucleotide 3'-phosphatase activity	MF
GO:0046404	ATP-dependent polydeoxyribonucleotide 5'-hydroxyl-kinase activity	MF
GO:0046416	obsolete D-amino acid metabolic process	BP
GO:0046417	chorismate metabolic process	BP
GO:0046421	methylisocitrate lyase activity	MF
GO:0046452	dihydrofolate metabolic process	BP
GO:0046459	short-chain fatty acid metabolic process	BP
GO:0046474	glycerophospholipid biosynthetic process	BP
GO:0046475	glycerophospholipid catabolic process	BP
GO:0046488	phosphatidylinositol metabolic process	BP
GO:0046495	nicotinamide riboside metabolic process	BP
GO:0046496	nicotinamide nucleotide metabolic process	BP
GO:0046513	ceramide biosynthetic process	BP
GO:0046521	sphingoid catabolic process	BP
GO:0046523	S-methyl-5-thioribose-1-phosphate isomerase activity	MF
GO:0046526	D-xylulose reductase activity	MF
GO:0046540	U4/U6 x U5 tri-snRNP complex	CC
GO:0046556	alpha-L-arabinofuranosidase activity	MF
GO:0046558	arabinan endo-1,5-alpha-L-arabinosidase activity	MF
GO:0046559	alpha-glucuronidase activity	MF
GO:0046570	methylthioribulose 1-phosphate dehydratase activity	MF
GO:0046577	long-chain-alcohol oxidase activity	MF
GO:0046578	regulation of Ras protein signal transduction	BP
GO:0046580	negative regulation of Ras protein signal transduction	BP
GO:0046589	ribonuclease T1 activity	MF
GO:0046592	polyamine oxidase activity	MF
GO:0046624	sphingolipid intramembrane carrier activity	MF
GO:0046654	tetrahydrofolate biosynthetic process	BP
GO:0046656	folic acid biosynthetic process	BP
GO:0046677	response to antibiotic	BP
GO:0046685	response to arsenic-containing substance	BP
GO:0046686	response to cadmium ion	BP
GO:0046695	SLIK (SAGA-like) complex	CC
GO:0046710	GDP metabolic process	BP
GO:0046777	protein autophosphorylation	BP
GO:0046789	host cell surface receptor binding	MF
GO:0046820	aminodeoxychorismate synthase activity	MF
GO:0046827	positive regulation of protein export from nucleus	BP
GO:0046830	positive regulation of RNA import into nucleus	BP
GO:0046835	carbohydrate phosphorylation	BP
GO:0046836	glycolipid transport	BP
GO:0046854	phosphatidylinositol phosphate biosynthetic process	BP
GO:0046855	obsolete inositol phosphate dephosphorylation	BP
GO:0046856	phosphatidylinositol dephosphorylation	BP
GO:0046872	metal ion binding	MF
GO:0046873	metal ion transmembrane transporter activity	MF
GO:0046899	nucleoside triphosphate adenylate kinase activity	MF
GO:0046901	tetrahydrofolylpolyglutamate biosynthetic process	BP
GO:0046902	regulation of mitochondrial membrane permeability	BP
GO:0046907	intracellular transport	BP
GO:0046912	acyltransferase activity, acyl groups converted into alkyl on transfer	MF
GO:0046923	ER lumen protein retrieval receptor activity	MF
GO:0046933	proton-transporting ATP synthase activity, rotational mechanism	MF
GO:0046938	phytochelatin biosynthetic process	BP
GO:0046939	obsolete nucleotide phosphorylation	BP
GO:0046952	ketone body catabolic process	BP
GO:0046961	proton-transporting ATPase activity, rotational mechanism	MF
GO:0046964	3'-phosphoadenosine 5'-phosphosulfate transmembrane transporter activity	MF
GO:0046967	cytosol to endoplasmic reticulum transport	BP
GO:0046969	histone H3K9 deacetylase activity, NAD-dependent	MF
GO:0046970	histone H4K16 deacetylase activity, NAD-dependent	MF
GO:0046974	histone H3K9 methyltransferase activity	MF
GO:0046975	histone H3K36 methyltransferase activity	MF
GO:0046982	protein heterodimerization activity	MF
GO:0046983	protein dimerization activity	MF
GO:0047046	homoisocitrate dehydrogenase activity	MF
GO:0047105	4-trimethylammoniobutyraldehyde dehydrogenase (NAD+) activity	MF
GO:0047184	1-acylglycerophosphocholine O-acyltransferase activity	MF
GO:0047372	monoacylglycerol lipase activity	MF
GO:0047386	fructose-2,6-bisphosphate 6-phosphatase activity	MF
GO:0047389	glycerophosphocholine phosphodiesterase activity	MF
GO:0047396	glycosylphosphatidylinositol diacylglycerol-lyase activity	MF
GO:0047407	obsolete ADP-ribosyl-[dinitrogen reductase] hydrolase activity	MF
GO:0047453	ATP-dependent NAD(P)H-hydrate dehydratase activity	MF
GO:0047484	regulation of response to osmotic stress	BP
GO:0047536	L-2-aminoadipate:2-oxoglutarate transaminase activity	MF
GO:0047547	2-methylcitrate dehydratase activity	MF
GO:0047555	3',5'-cyclic-GMP phosphodiesterase activity	MF
GO:0047560	3-dehydrosphinganine reductase activity	MF
GO:0047605	acetolactate decarboxylase activity	MF
GO:0047617	fatty acyl-CoA hydrolase activity	MF
GO:0047631	ADP-ribose diphosphatase activity	MF
GO:0047639	alcohol oxidase activity	MF
GO:0047746	chlorophyllase activity	MF
GO:0047750	cholestenol delta-isomerase activity	MF
GO:0047768	carboxy-cis,cis-muconate cyclase activity	MF
GO:0047770	carboxylate reductase activity	MF
GO:0047840	dCTP diphosphatase activity	MF
GO:0047874	dolichyldiphosphatase activity	MF
GO:0047924	geraniol dehydrogenase activity	MF
GO:0047935	glucose 1-dehydrogenase (NADP+) activity	MF
GO:0047938	glucose-6-phosphate 1-epimerase activity	MF
GO:0047964	glyoxylate reductase (NADH) activity	MF
GO:0048015	phosphatidylinositol-mediated signaling	BP
GO:0048017	obsolete inositol lipid-mediated signaling	BP
GO:0048025	negative regulation of mRNA splicing, via spliceosome	BP
GO:0048026	positive regulation of mRNA splicing, via spliceosome	BP
GO:0048027	mRNA 5'-UTR binding	MF
GO:0048034	heme O biosynthetic process	BP
GO:0048037	obsolete cofactor binding	MF
GO:0048038	quinone binding	MF
GO:0048039	ubiquinone binding	MF
GO:0048066	developmental pigmentation	BP
GO:0048188	Set1C/COMPASS complex	CC
GO:0048189	Lid2 complex	CC
GO:0048193	Golgi vesicle transport	BP
GO:0048194	Golgi vesicle budding	BP
GO:0048205	COPI coating of Golgi vesicle	BP
GO:0048208	COPII vesicle coat assembly	BP
GO:0048210	Golgi vesicle fusion to target membrane	BP
GO:0048211	obsolete Golgi vesicle docking	BP
GO:0048219	inter-Golgi cisterna vesicle-mediated transport	BP
GO:0048254	snoRNA localization	BP
GO:0048260	positive regulation of receptor-mediated endocytosis	BP
GO:0048268	clathrin coat assembly	BP
GO:0048278	obsolete vesicle docking	BP
GO:0048279	vesicle fusion with endoplasmic reticulum	BP
GO:0048280	vesicle fusion with Golgi apparatus	BP
GO:0048306	calcium-dependent protein binding	MF
GO:0048309	endoplasmic reticulum inheritance	BP
GO:0048312	intracellular distribution of mitochondria	BP
GO:0048313	Golgi inheritance	BP
GO:0048315	conidium formation	BP
GO:0048476	Holliday junction resolvase complex	CC
GO:0048478	obsolete replication fork protection	BP
GO:0048487	beta-tubulin binding	MF
GO:0048870	cell motility	BP
GO:0050038	L-xylulose reductase (NADPH) activity	MF
GO:0050072	obsolete m7G(5')pppN diphosphatase activity	MF
GO:0050085	mannitol 2-dehydrogenase (NADP+) activity	MF
GO:0050113	inositol oxygenase activity	MF
GO:0050144	nucleoside deoxyribosyltransferase activity	MF
GO:0050151	oleate hydratase activity	MF
GO:0050185	phosphatidylinositol deacylase activity	MF
GO:0050203	oxalate-CoA ligase activity	MF
GO:0050262	ribosylnicotinamide kinase activity	MF
GO:0050265	RNA uridylyltransferase activity	MF
GO:0050278	sedoheptulose-bisphosphatase activity	MF
GO:0050334	thiaminase activity	MF
GO:0050353	trimethyllysine dioxygenase activity	MF
GO:0050385	ureidoglycolate lyase activity	MF
GO:0050440	2-methylcitrate synthase activity	MF
GO:0050464	nitrate reductase (NADPH) activity	MF
GO:0050483	obsolete IMP 5'-nucleotidase activity	MF
GO:0050525	cutinase activity	MF
GO:0050567	glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity	MF
GO:0050608	vanillin dehydrogenase (NAD+) activity	MF
GO:0050613	Delta14-sterol reductase activity	MF
GO:0050660	flavin adenine dinucleotide binding	MF
GO:0050661	NADP binding	MF
GO:0050662	obsolete coenzyme binding	MF
GO:0050732	negative regulation of peptidyl-tyrosine phosphorylation	BP
GO:0050764	regulation of phagocytosis	BP
GO:0050789	regulation of biological process	BP
GO:0050790	regulation of catalytic activity	BP
GO:0050821	protein stabilization	BP
GO:0050832	defense response to fungus	BP
GO:0050833	pyruvate transmembrane transporter activity	MF
GO:0050849	negative regulation of calcium-mediated signaling	BP
GO:0050999	regulation of nitric-oxide synthase activity	BP
GO:0051010	microtubule plus-end binding	MF
GO:0051014	actin filament severing	BP
GO:0051015	actin filament binding	MF
GO:0051016	barbed-end actin filament capping	BP
GO:0051017	actin filament bundle assembly	BP
GO:0051019	mitogen-activated protein kinase binding	MF
GO:0051020	GTPase binding	MF
GO:0051028	mRNA transport	BP
GO:0051031	tRNA transport	BP
GO:0051037	obsolete regulation of transcription involved in meiotic cell cycle	BP
GO:0051038	obsolete negative regulation of transcription involved in meiotic cell cycle	BP
GO:0051056	regulation of small GTPase mediated signal transduction	BP
GO:0051082	obsolete unfolded protein binding	MF
GO:0051083	'de novo' cotranslational protein folding	BP
GO:0051084	'de novo' post-translational protein folding	BP
GO:0051087	protein-folding chaperone binding	MF
GO:0051090	obsolete regulation of DNA-binding transcription factor activity	BP
GO:0051091	obsolete positive regulation of DNA-binding transcription factor activity	BP
GO:0051096	positive regulation of helicase activity	BP
GO:0051097	negative regulation of helicase activity	BP
GO:0051103	obsolete DNA ligation involved in DNA repair	BP
GO:0051123	RNA polymerase II preinitiation complex assembly	BP
GO:0051127	positive regulation of actin nucleation	BP
GO:0051131	chaperone-mediated protein complex assembly	BP
GO:0051173	obsolete positive regulation of nitrogen compound metabolic process	BP
GO:0051177	meiotic sister chromatid cohesion	BP
GO:0051188	obsolete cofactor biosynthetic process	BP
GO:0051205	protein insertion into membrane	BP
GO:0051213	dioxygenase activity	MF
GO:0051219	phosphoprotein binding	MF
GO:0051220	obsolete cytoplasmic sequestering of protein	BP
GO:0051225	spindle assembly	BP
GO:0051228	mitotic spindle disassembly	BP
GO:0051229	meiotic spindle disassembly	BP
GO:0051233	spindle midzone	CC
GO:0051234	establishment of localization	BP
GO:0051237	maintenance of RNA location	BP
GO:0051255	spindle midzone assembly	BP
GO:0051256	mitotic spindle midzone assembly	BP
GO:0051259	protein complex oligomerization	BP
GO:0051260	protein homooligomerization	BP
GO:0051262	protein tetramerization	BP
GO:0051268	alpha-keto amide reductase activity	MF
GO:0051269	alpha-ketoester reductase (NADP+) activity	MF
GO:0051276	chromosome organization	BP
GO:0051278	fungal-type cell wall polysaccharide biosynthetic process	BP
GO:0051285	cell cortex of cell tip	CC
GO:0051286	cell tip	CC
GO:0051287	NAD binding	MF
GO:0051289	protein homotetramerization	BP
GO:0051292	nuclear pore complex assembly	BP
GO:0051300	spindle pole body organization	BP
GO:0051301	cell division	BP
GO:0051304	chromosome separation	BP
GO:0051307	meiotic chromosome separation	BP
GO:0051312	obsolete chromosome decondensation	BP
GO:0051315	attachment of mitotic spindle microtubules to kinetochore	BP
GO:0051321	meiotic cell cycle	BP
GO:0051351	positive regulation of ligase activity	BP
GO:0051377	mannose-ethanolamine phosphotransferase activity	MF
GO:0051382	kinetochore assembly	BP
GO:0051403	stress-activated MAPK cascade	BP
GO:0051415	microtubule nucleation by interphase microtubule organizing center	BP
GO:0051417	microtubule nucleation by spindle pole body	BP
GO:0051443	positive regulation of ubiquitin-protein transferase activity	BP
GO:0051445	regulation of meiotic cell cycle	BP
GO:0051446	positive regulation of meiotic cell cycle	BP
GO:0051447	negative regulation of meiotic cell cycle	BP
GO:0051453	regulation of intracellular pH	BP
GO:0051455	spindle attachment to meiosis I kinetochore	BP
GO:0051457	maintenance of protein location in nucleus	BP
GO:0051469	vesicle fusion with vacuole	BP
GO:0051500	D-tyrosyl-tRNA(Tyr) deacylase activity	MF
GO:0051518	positive regulation of bipolar cell growth	BP
GO:0051519	obsolete activation of bipolar cell growth	BP
GO:0051536	iron-sulfur cluster binding	MF
GO:0051537	2 iron, 2 sulfur cluster binding	MF
GO:0051538	3 iron, 4 sulfur cluster binding	MF
GO:0051539	4 iron, 4 sulfur cluster binding	MF
GO:0051567	obsolete histone H3-K9 methylation	BP
GO:0051568	obsolete histone H3-K4 methylation	BP
GO:0051569	obsolete regulation of histone H3-K4 methylation	BP
GO:0051570	obsolete regulation of histone H3-K9 methylation	BP
GO:0051572	obsolete negative regulation of histone H3-K4 methylation	BP
GO:0051574	obsolete positive regulation of histone H3-K9 methylation	BP
GO:0051575	5'-deoxyribose-5-phosphate lyase activity	MF
GO:0051594	detection of glucose	BP
GO:0051598	meiotic recombination checkpoint signaling	BP
GO:0051601	exocyst localization	BP
GO:0051603	obsolete proteolysis involved in protein catabolic process	BP
GO:0051604	protein maturation	BP
GO:0051645	Golgi localization	BP
GO:0051646	mitochondrion localization	BP
GO:0051654	establishment of mitochondrion localization	BP
GO:0051666	actin cortical patch localization	BP
GO:0051697	protein delipidation	BP
GO:0051726	regulation of cell cycle	BP
GO:0051730	GTP-dependent polyribonucleotide 5'-hydroxyl-kinase activity	MF
GO:0051731	polynucleotide 5'-hydroxyl-kinase activity	MF
GO:0051741	2-methyl-6-phytyl-1,4-benzoquinone methyltransferase activity	MF
GO:0051754	meiotic sister chromatid cohesion, centromeric	BP
GO:0051764	actin crosslink formation	BP
GO:0051787	misfolded protein binding	MF
GO:0051861	glycolipid binding	MF
GO:0051865	protein autoubiquitination	BP
GO:0051879	Hsp90 protein binding	MF
GO:0051880	G-quadruplex DNA binding	MF
GO:0051903	S-(hydroxymethyl)glutathione dehydrogenase [NAD(P)+] activity	MF
GO:0051907	S-(hydroxymethyl)glutathione synthase activity	MF
GO:0051908	double-stranded DNA 5'-3' DNA exonuclease activity	MF
GO:0051920	peroxiredoxin activity	MF
GO:0051972	obsolete regulation of telomerase activity	BP
GO:0051974	obsolete negative regulation of telomerase activity	BP
GO:0051983	regulation of chromosome segregation	BP
GO:0051987	positive regulation of attachment of spindle microtubules to kinetochore	BP
GO:0051988	regulation of attachment of spindle microtubules to kinetochore	BP
GO:0051996	squalene synthase [NAD(P)H] activity	MF
GO:0052381	tRNA dimethylallyltransferase activity	MF
GO:0052591	obsolete sn-glycerol-3-phosphate:ubiquinone-8 oxidoreductase activity	MF
GO:0052654	L-leucine:2-oxoglutarate transaminase activity	MF
GO:0052655	L-valine:2-oxoglutarate transaminase activity	MF
GO:0052656	L-isoleucine:2-oxoglutarate transaminase activity	MF
GO:0052657	guanine phosphoribosyltransferase activity	MF
GO:0052658	inositol-1,4,5-trisphosphate 5-phosphatase activity	MF
GO:0052659	inositol-1,3,4,5-tetrakisphosphate 5-phosphatase activity	MF
GO:0052689	carboxylic ester hydrolase activity	MF
GO:0052690	trichloro-p-hydroquinone reductive dehalogenase activity	MF
GO:0052692	raffinose alpha-galactosidase activity	MF
GO:0052712	inositol phosphosphingolipid phospholipase activity	MF
GO:0052717	tRNA-specific adenosine-34 deaminase activity	MF
GO:0052718	tRNA-specific adenosine-34 deaminase complex	CC
GO:0052723	inositol hexakisphosphate 1-kinase activity	MF
GO:0052724	inositol hexakisphosphate 3-kinase activity	MF
GO:0052735	tRNA (cytidine-N3)-methyltransferase activity	MF
GO:0052761	exo-1,4-beta-D-glucosaminidase activity	MF
GO:0052829	inositol-1,3,4-trisphosphate 1-phosphatase activity	MF
GO:0052837	thiazole biosynthetic process	BP
GO:0052855	ADP-dependent NAD(P)H-hydrate dehydratase activity	MF
GO:0052856	NAD(P)HX epimerase activity	MF
GO:0052861	endo-1,3(4)-beta-glucanase activity	MF
GO:0052862	obsolete glucan endo-1,4-beta-glucanase activity, C-3 substituted reducing group	MF
GO:0052905	tRNA (guanosine(9)-N1)-methyltransferase activity	MF
GO:0052906	tRNA (guanine(37)-N1)-methyltransferase activity	MF
GO:0052925	dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase activity	MF
GO:0055028	cortical microtubule	CC
GO:0055070	copper ion homeostasis	BP
GO:0055075	potassium ion homeostasis	BP
GO:0055085	transmembrane transport	BP
GO:0055087	Ski complex	CC
GO:0055088	lipid homeostasis	BP
GO:0055091	phospholipid homeostasis	BP
GO:0055092	sterol homeostasis	BP
GO:0055114	obsolete oxidation-reduction process	BP
GO:0055129	L-proline biosynthetic process	BP
GO:0060049	obsolete regulation of protein glycosylation	BP
GO:0060178	regulation of exocyst localization	BP
GO:0060187	cell pole	CC
GO:0060188	regulation of protein desumoylation	BP
GO:0060195	negative regulation of antisense RNA transcription	BP
GO:0060211	regulation of nuclear-transcribed mRNA poly(A) tail shortening	BP
GO:0060213	positive regulation of nuclear-transcribed mRNA poly(A) tail shortening	BP
GO:0060237	regulation of fungal-type cell wall organization	BP
GO:0060238	obsolete regulation of signal transduction involved in conjugation with cellular fusion	BP
GO:0060240	obsolete negative regulation of signal transduction involved in conjugation with cellular fusion	BP
GO:0060257	negative regulation of flocculation	BP
GO:0060258	negative regulation of filamentous growth	BP
GO:0060260	regulation of transcription initiation by RNA polymerase II	BP
GO:0060261	positive regulation of transcription initiation by RNA polymerase II	BP
GO:0060303	obsolete regulation of nucleosome density	BP
GO:0060304	regulation of phosphatidylinositol dephosphorylation	BP
GO:0060358	obsolete negative regulation of L-leucine import	BP
GO:0060542	regulation of strand invasion	BP
GO:0060543	negative regulation of strand invasion	BP
GO:0060567	negative regulation of termination of DNA-templated transcription	BP
GO:0060583	regulation of actin cortical patch localization	BP
GO:0060623	regulation of chromosome condensation	BP
GO:0060628	regulation of ER to Golgi vesicle-mediated transport	BP
GO:0060733		
GO:0060903	positive regulation of meiosis I	BP
GO:0060905	regulation of induction of conjugation upon nitrogen starvation	BP
GO:0060963	positive regulation of ribosomal protein gene transcription by RNA polymerase II	BP
GO:0060988	lipid tube assembly	BP
GO:0061025	membrane fusion	BP
GO:0061077	obsolete chaperone-mediated protein folding	BP
GO:0061133	endopeptidase activator activity	MF
GO:0061136	regulation of proteasomal protein catabolic process	BP
GO:0061166		
GO:0061167		
GO:0061186	negative regulation of silent mating-type cassette heterochromatin formation	BP
GO:0061188	negative regulation of rDNA heterochromatin formation	BP
GO:0061191	positive regulation of vacuole fusion, non-autophagic	BP
GO:0061246	establishment or maintenance of bipolar cell polarity regulating cell shape	BP
GO:0061392	obsolete regulation of transcription from RNA polymerase II promoter in response to osmotic stress	BP
GO:0061393	obsolete positive regulation of transcription from RNA polymerase II promoter in response to osmotic stress	BP
GO:0061400	obsolete positive regulation of transcription from RNA polymerase II promoter in response to calcium ion	BP
GO:0061404	obsolete positive regulation of transcription from RNA polymerase II promoter in response to increased salt	BP
GO:0061408	obsolete positive regulation of transcription from RNA polymerase II promoter in response to heat stress	BP
GO:0061412	obsolete positive regulation of transcription from RNA polymerase II promoter in response to amino acid starvation	BP
GO:0061414	obsolete positive regulation of transcription from RNA polymerase II promoter by a nonfermentable carbon source	BP
GO:0061415	obsolete negative regulation of transcription from RNA polymerase II promoter by a nonfermentable carbon source	BP
GO:0061417	obsolete negative regulation of transcription from RNA polymerase II promoter in response to oxidative stress	BP
GO:0061418	obsolete regulation of transcription from RNA polymerase II promoter in response to hypoxia	BP
GO:0061422	obsolete positive regulation of transcription from RNA polymerase II promoter in response to alkaline pH	BP
GO:0061423	obsolete positive regulation of sodium ion transport by positive regulation of transcription from RNA polymerase II promoter	BP
GO:0061427	obsolete negative regulation of ceramide biosynthetic process by negative regulation of transcription from RNA Polymerase II promoter	BP
GO:0061432	obsolete regulation of transcription from RNA polymerase II promoter in response to methionine	BP
GO:0061454	release of sequestered calcium ion into cytosol by Golgi	BP
GO:0061459	L-arginine transmembrane transporter activity	MF
GO:0061483	obsolete sulfinylpropanyl adenylate synthase activity	MF
GO:0061495		
GO:0061508	obsolete CDP phosphorylation	BP
GO:0061509	obsolete asymmetric protein localization to old mitotic spindle pole body	BP
GO:0061543	obsolete 3-demethylubiquinol-6 3-O-methyltransferase activity	MF
GO:0061586	positive regulation of transcription by transcription factor localization	BP
GO:0061587	obsolete tRNA locus-associated negative regulation of gene expression	BP
GO:0061615	glycolytic process through fructose-6-phosphate	BP
GO:0061617	MICOS complex	CC
GO:0061621	canonical glycolysis	BP
GO:0061630	ubiquitin protein ligase activity	MF
GO:0061631	ubiquitin conjugating enzyme activity	MF
GO:0061632	RNA lariat debranching enzyme activator activity	MF
GO:0061638	CENP-A containing chromatin	CC
GO:0061641		
GO:0061647	obsolete histone H3-K9 modification	BP
GO:0061665	SUMO ligase activity	MF
GO:0061674	gap filling involved in double-strand break repair via nonhomologous end joining	BP
GO:0061710	L-threonylcarbamoyladenylate synthase activity	MF
GO:0061711	tRNA N(6)-L-threonylcarbamoyladenine synthase activity	MF
GO:0065004	protein-DNA complex assembly	BP
GO:0070006	metalloaminopeptidase activity	MF
GO:0070039	rRNA (guanosine-2'-O-ribose)-methyltransferase activity	MF
GO:0070042	rRNA (uridine-N3-)-methyltransferase activity	MF
GO:0070056	prospore membrane leading edge	CC
GO:0070057	prospore membrane spindle pole body attachment site	CC
GO:0070058	tRNA gene clustering	BP
GO:0070064	proline-rich region binding	MF
GO:0070072	vacuolar proton-transporting V-type ATPase complex assembly	BP
GO:0070084	obsolete protein initiator methionine removal	BP
GO:0070086	ubiquitin-dependent endocytosis	BP
GO:0070096	mitochondrial outer membrane translocase complex assembly	BP
GO:0070124	mitochondrial translational initiation	BP
GO:0070125	mitochondrial translational elongation	BP
GO:0070126	mitochondrial translational termination	BP
GO:0070129	regulation of mitochondrial translation	BP
GO:0070130	negative regulation of mitochondrial translation	BP
GO:0070131	positive regulation of mitochondrial translation	BP
GO:0070143	mitochondrial alanyl-tRNA aminoacylation	BP
GO:0070145	mitochondrial asparaginyl-tRNA aminoacylation	BP
GO:0070146	mitochondrial aspartyl-tRNA aminoacylation	BP
GO:0070149	mitochondrial glutamyl-tRNA aminoacylation	BP
GO:0070152	mitochondrial isoleucyl-tRNA aminoacylation	BP
GO:0070154	mitochondrial lysyl-tRNA aminoacylation	BP
GO:0070156	mitochondrial phenylalanyl-tRNA aminoacylation	BP
GO:0070158	mitochondrial seryl-tRNA aminoacylation	BP
GO:0070159	mitochondrial threonyl-tRNA aminoacylation	BP
GO:0070180	large ribosomal subunit rRNA binding	MF
GO:0070181	small ribosomal subunit rRNA binding	MF
GO:0070183	mitochondrial tryptophanyl-tRNA aminoacylation	BP
GO:0070184	mitochondrial tyrosyl-tRNA aminoacylation	BP
GO:0070191	obsolete methionine-R-sulfoxide reductase activity	MF
GO:0070194	synaptonemal complex disassembly	BP
GO:0070197	meiotic attachment of telomere to nuclear envelope	BP
GO:0070198	protein localization to chromosome, telomeric region	BP
GO:0070199	establishment of protein localization to chromosome	BP
GO:0070209	obsolete ASTRA complex	CC
GO:0070210	Rpd3L-Expanded complex	CC
GO:0070217	transcription factor TFIIIB complex assembly	BP
GO:0070262	peptidyl-serine dephosphorylation	BP
GO:0070273	phosphatidylinositol-4-phosphate binding	MF
GO:0070274	RES complex	CC
GO:0070290	N-acylphosphatidylethanolamine-specific phospholipase D activity	MF
GO:0070291	N-acylethanolamine metabolic process	BP
GO:0070292	N-acylphosphatidylethanolamine metabolic process	BP
GO:0070300	phosphatidic acid binding	MF
GO:0070301	cellular response to hydrogen peroxide	BP
GO:0070317	negative regulation of G0 to G1 transition	BP
GO:0070319	Golgi to plasma membrane transport vesicle	CC
GO:0070330	aromatase activity	MF
GO:0070336	flap-structured DNA binding	MF
GO:0070370	cellular heat acclimation	BP
GO:0070389		
GO:0070390	transcription export complex 2	CC
GO:0070403	NAD+ binding	MF
GO:0070407	oxidation-dependent protein catabolic process	BP
GO:0070414	obsolete trehalose metabolism in response to heat stress	BP
GO:0070449	elongin complex	CC
GO:0070452	positive regulation of ergosterol biosynthetic process	BP
GO:0070462	plus-end specific microtubule depolymerization	BP
GO:0070463	tubulin-dependent ATPase activity	MF
GO:0070469	obsolete respirasome	CC
GO:0070475	rRNA base methylation	BP
GO:0070476	rRNA (guanine-N7)-methylation	BP
GO:0070478	nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay	BP
GO:0070481	nuclear-transcribed mRNA catabolic process, non-stop decay	BP
GO:0070485	dehydro-D-arabinono-1,4-lactone biosynthetic process	BP
GO:0070525	tRNA threonylcarbamoyladenosine metabolic process	BP
GO:0070545	PeBoW complex	CC
GO:0070550	rDNA chromatin condensation	BP
GO:0070574	cadmium ion transmembrane transport	BP
GO:0070577	obsolete lysine-acetylated histone binding	MF
GO:0070584	obsolete mitochondrion morphogenesis	BP
GO:0070588	calcium ion transmembrane transport	BP
GO:0070615		
GO:0070626	(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido) succinate lyase (fumarate-forming) activity	MF
GO:0070628	proteasome binding	MF
GO:0070635	nicotinamide riboside hydrolase activity	MF
GO:0070636	nicotinic acid riboside hydrolase activity	MF
GO:0070651	nonfunctional rRNA decay	BP
GO:0070676	intralumenal vesicle formation	BP
GO:0070681	glutaminyl-tRNAGln biosynthesis via transamidation	BP
GO:0070682	proteasome regulatory particle assembly	BP
GO:0070692	CTDK-1 complex	CC
GO:0070693	P-TEFb-cap methyltransferase complex	CC
GO:0070694	5-hydroxymethyl-dUMP N-hydrolase activity	MF
GO:0070733	AMPylase activity	MF
GO:0070762	nuclear pore transmembrane ring	CC
GO:0070772	PAS complex	CC
GO:0070773	protein-N-terminal glutamine amidohydrolase activity	MF
GO:0070814	hydrogen sulfide biosynthetic process	BP
GO:0070816	obsolete phosphorylation of RNA polymerase II C-terminal domain	BP
GO:0070823	HDA1 complex	CC
GO:0070824	SHREC complex	CC
GO:0070827	obsolete chromatin maintenance	BP
GO:0070829	obsolete heterochromatin maintenance	BP
GO:0070843	misfolded protein transport	BP
GO:0070847	core mediator complex	CC
GO:0070868	obsolete heterochromatin organization involved in chromatin silencing	BP
GO:0070869		
GO:0070870		
GO:0070893	obsolete transposon integration	BP
GO:0070896	obsolete positive regulation of transposon integration	BP
GO:0070898	RNA polymerase III preinitiation complex assembly	BP
GO:0070899	mitochondrial tRNA wobble uridine modification	BP
GO:0070903	mitochondrial tRNA thio-modification	BP
GO:0070911	global genome nucleotide-excision repair	BP
GO:0070912	Ddb1-Ckn1 complex	CC
GO:0070914	UV-damage excision repair	BP
GO:0070916	inositol phosphoceramide synthase complex	CC
GO:0070919		
GO:0070924		
GO:0070932	obsolete histone H3 deacetylation	BP
GO:0070933	obsolete histone H4 deacetylation	BP
GO:0070935	3'-UTR-mediated mRNA stabilization	BP
GO:0070940	obsolete dephosphorylation of RNA polymerase II C-terminal domain	BP
GO:0070941	eisosome assembly	BP
GO:0070966	nuclear-transcribed mRNA catabolic process, no-go decay	BP
GO:0070971	endoplasmic reticulum exit site	CC
GO:0070973	obsolete protein localization to endoplasmic reticulum exit site	BP
GO:0070985	transcription factor TFIIK complex	CC
GO:0070987	error-free translesion synthesis	BP
GO:0070988	demethylation	BP
GO:0071004	U2-type prespliceosome	CC
GO:0071006	U2-type catalytic step 1 spliceosome	CC
